Initial,Goal,PPV_1,ACC_1,TPR_1,FPR_1,F1-Score_1,PPV_2,ACC_2,TPR_2,FPR_2,F1-Score_2,PPV_3,ACC_3,TPR_3,FPR_3,F1-Score_3,PPV_4,ACC_4,TPR_4,FPR_4,F1-Score_4,PPV_5,ACC_5,TPR_5,FPR_5,F1-Score_5,PPV_6,ACC_6,TPR_6,FPR_6,F1-Score_6,PPV_total,ACC_total,spread,planner_calls,online_time,offline_time,TPR,FPR,F1-Score
2.0000,1.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0444,148.6835,0.3333333333333333,0.09523809523809523,0.3333333333333333
2.0000,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.5000,0.8750,0.5000,0.0714,0.5000,0.6667,0.9167,0.6667,0.0476,0.6667,0.7500,0.9375,0.7500,0.0357,0.7500,0.8000,0.9500,0.8000,0.0286,0.8000,0.8333,0.9583,0.8333,0.0238,0.8333,0.8333,0.9583,1.0000,7.0000,0.0527,148.7630,0.8333333333333334,0.023809523809523808,0.8333333333333334
2.0000,4.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.5000,0.8750,0.5000,0.0714,0.5000,0.6667,0.9167,0.6667,0.0476,0.6667,0.7500,0.9375,0.7500,0.0357,0.7500,0.8000,0.9500,0.8000,0.0286,0.8000,0.8333,0.9583,0.8333,0.0238,0.8333,0.8333,0.9583,1.0000,7.0000,0.0585,148.5334,0.8333333333333334,0.023809523809523808,0.8333333333333334
2.0000,5.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0614,149.1922,1.0,0.0,1.0
2.0000,6.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0861,148.3706,1.0,0.0,1.0
2.0000,7.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0416,149.0148,0.3333333333333333,0.09523809523809523,0.3333333333333333
3.0000,0.0000,0.0000,0.5000,0.0000,0.4286,0.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6667,0.0000,0.2381,0.0000,0.0000,0.6875,0.0000,0.2143,0.0000,0.0000,0.7000,0.0000,0.2000,0.0000,0.0000,0.7083,0.0000,0.1905,0.0000,0.0000,0.7083,1.3333,7.0000,0.0441,219.7570,0.0,0.19047619047619047,0.0
3.0000,1.0000,0.0000,0.5000,0.0000,0.4286,0.0000,0.0000,0.5000,0.0000,0.4286,0.0000,0.0000,0.5833,0.0000,0.3333,0.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6500,0.0000,0.2571,0.0000,0.1000,0.7083,0.1667,0.2143,0.1250,0.1000,0.7083,1.6667,7.0000,0.0548,220.4367,0.16666666666666666,0.21428571428571427,0.125
3.0000,2.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6562,0.0000,0.2500,0.0000,0.0000,0.6750,0.0000,0.2286,0.0000,0.0000,0.6875,0.0000,0.2143,0.0000,0.0000,0.6875,1.5000,7.0000,0.0843,221.3193,0.0,0.21428571428571427,0.0
3.0000,4.0000,0.5000,0.8750,1.0000,0.1429,0.6667,0.5000,0.8750,1.0000,0.1429,0.6667,0.6000,0.9167,1.0000,0.0952,0.7500,0.5000,0.8750,0.7500,0.1071,0.6000,0.4286,0.8500,0.6000,0.1143,0.5000,0.5000,0.8750,0.6667,0.0952,0.5714,0.5000,0.8750,1.3333,7.0000,0.0451,220.0515,0.6666666666666666,0.09523809523809523,0.5714285714285714
3.0000,5.0000,0.0000,0.5000,0.0000,0.4286,0.0000,0.0000,0.6250,0.0000,0.2857,0.0000,0.0000,0.6667,0.0000,0.2381,0.0000,0.0000,0.6875,0.0000,0.2143,0.0000,0.0000,0.7000,0.0000,0.2000,0.0000,0.0000,0.7083,0.0000,0.1905,0.0000,0.0000,0.7083,1.3333,7.0000,0.0694,218.4998,0.0,0.19047619047619047,0.0
3.0000,6.0000,0.3333,0.7500,1.0000,0.2857,0.5000,0.3333,0.7500,1.0000,0.2857,0.5000,0.4286,0.8333,1.0000,0.1905,0.6000,0.3750,0.8125,0.7500,0.1786,0.5000,0.4444,0.8500,0.8000,0.1429,0.5714,0.5000,0.8750,0.8333,0.1190,0.6250,0.5000,0.8750,1.6667,7.0000,0.0556,220.4528,0.8333333333333334,0.11904761904761904,0.625
3.0000,7.0000,0.3333,0.7500,1.0000,0.2857,0.5000,0.5000,0.8750,1.0000,0.1429,0.6667,0.6000,0.9167,1.0000,0.0952,0.7500,0.6667,0.9375,1.0000,0.0714,0.8000,0.5714,0.9000,0.8000,0.0857,0.6667,0.5000,0.8750,0.6667,0.0952,0.5714,0.5000,0.8750,1.3333,7.0000,0.0731,220.3712,0.6666666666666666,0.09523809523809523,0.5714285714285714
4.0000,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0456,170.7312,0.3333333333333333,0.09523809523809523,0.3333333333333333
4.0000,1.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.3333,0.8333,0.3333,0.0952,0.3333,0.5000,0.8750,0.5000,0.0714,0.5000,0.6000,0.9000,0.6000,0.0571,0.6000,0.6667,0.9167,0.6667,0.0476,0.6667,0.6667,0.9167,1.0000,7.0000,0.0493,164.3820,0.6666666666666666,0.047619047619047616,0.6666666666666666
4.0000,2.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.3333,0.8333,0.3333,0.0952,0.3333,0.5000,0.8750,0.5000,0.0714,0.5000,0.4000,0.8500,0.4000,0.0857,0.4000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0690,174.1574,0.3333333333333333,0.09523809523809523,0.3333333333333333
4.0000,3.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2500,0.8125,0.2500,0.1071,0.2500,0.4000,0.8500,0.4000,0.0857,0.4000,0.5000,0.8750,0.5000,0.0714,0.5000,0.5000,0.8750,1.0000,7.0000,0.0413,174.1889,0.5,0.07142857142857142,0.5
4.0000,5.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0369,170.3394,0.3333333333333333,0.09523809523809523,0.3333333333333333
4.0000,6.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.1667,0.7917,0.1667,0.1190,0.1667,0.1667,0.7917,1.0000,7.0000,0.0499,175.6775,0.16666666666666666,0.11904761904761904,0.16666666666666666
4.0000,7.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.1667,0.7917,0.1667,0.1190,0.1667,0.1667,0.7917,1.0000,7.0000,0.0541,180.0947,0.16666666666666666,0.11904761904761904,0.16666666666666666
5.0000,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,1.0000,7.0000,0.0498,191.5808,0.0,0.14285714285714285,0.0
5.0000,1.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.1667,0.7917,0.1667,0.1190,0.1667,0.1667,0.7917,1.0000,7.0000,0.0504,191.4033,0.16666666666666666,0.11904761904761904,0.16666666666666666
5.0000,2.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,1.0000,7.0000,0.0553,190.8240,0.0,0.14285714285714285,0.0
5.0000,3.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2500,0.8125,0.2500,0.1071,0.2500,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0451,190.7205,0.3333333333333333,0.09523809523809523,0.3333333333333333
5.0000,4.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0534,190.2679,1.0,0.0,1.0
5.0000,6.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.5000,0.8750,0.5000,0.0714,0.5000,0.3333,0.8333,0.3333,0.0952,0.3333,0.2500,0.8125,0.2500,0.1071,0.2500,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0388,163.7950,0.3333333333333333,0.09523809523809523,0.3333333333333333
5.0000,7.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,1.0000,7.0000,0.0452,183.0589,0.0,0.14285714285714285,0.0
6.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0414,157.9267,1.0,0.0,1.0
6.0000,1.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0962,157.8980,0.3333333333333333,0.09523809523809523,0.3333333333333333
6.0000,2.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.5000,0.8750,0.5000,0.0714,0.5000,0.3333,0.8333,0.3333,0.0952,0.3333,0.2500,0.8125,0.2500,0.1071,0.2500,0.4000,0.8500,0.4000,0.0857,0.4000,0.5000,0.8750,0.5000,0.0714,0.5000,0.5000,0.8750,1.0000,7.0000,0.0968,158.4211,0.5,0.07142857142857142,0.5
6.0000,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0480,153.4635,1.0,0.0,1.0
6.0000,4.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.3333,0.8333,0.3333,0.0952,0.3333,0.5000,0.8750,0.5000,0.0714,0.5000,0.6000,0.9000,0.6000,0.0571,0.6000,0.6667,0.9167,0.6667,0.0476,0.6667,0.6667,0.9167,1.0000,7.0000,0.0286,155.1879,0.6666666666666666,0.047619047619047616,0.6666666666666666
6.0000,5.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.3333,0.8333,0.3333,0.0952,0.3333,0.5000,0.8750,0.5000,0.0714,0.5000,0.6000,0.9000,0.6000,0.0571,0.6000,0.6667,0.9167,0.6667,0.0476,0.6667,0.6667,0.9167,1.0000,7.0000,0.0547,153.9666,0.6666666666666666,0.047619047619047616,0.6666666666666666
6.0000,7.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,7.0000,0.0520,153.3323,1.0,0.0,1.0
7.0000,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0329,164.1446,0.3333333333333333,0.09523809523809523,0.3333333333333333
7.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.7500,0.9375,0.7500,0.0357,0.7500,0.6000,0.9000,0.6000,0.0571,0.6000,0.6667,0.9167,0.6667,0.0476,0.6667,0.6667,0.9167,1.0000,7.0000,0.0463,157.3508,0.6666666666666666,0.047619047619047616,0.6666666666666666
7.0000,2.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,1.0000,7.0000,0.0518,161.0033,0.0,0.14285714285714285,0.0
7.0000,3.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.5000,0.8750,0.5000,0.0714,0.5000,0.6667,0.9167,0.6667,0.0476,0.6667,0.7500,0.9375,0.7500,0.0357,0.7500,0.8000,0.9500,0.8000,0.0286,0.8000,0.8333,0.9583,0.8333,0.0238,0.8333,0.8333,0.9583,1.0000,7.0000,0.0304,161.7514,0.8333333333333334,0.023809523809523808,0.8333333333333334
7.0000,4.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0379,159.5347,0.3333333333333333,0.09523809523809523,0.3333333333333333
7.0000,5.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.2000,0.8000,0.2000,0.1143,0.2000,0.3333,0.8333,0.3333,0.0952,0.3333,0.3333,0.8333,1.0000,7.0000,0.0154,154.3147,0.3333333333333333,0.09523809523809523,0.3333333333333333
7.0000,6.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.0000,0.7500,0.0000,0.1429,0.0000,0.1667,0.7917,0.1667,0.1190,0.1667,0.1667,0.7917,1.0000,7.0000,0.0129,155.7459,0.16666666666666666,0.11904761904761904,0.16666666666666666
